cntry,country full name,Laborforce_female,Unemployment_female,eqwrkbg,eqpolbg,eqmgmbg,eqpaybg,eqparep,eqparlv,freinsw,fineqpy
GR,Greece,44.59809132,16.363,5,4,4,5,2,2,3,1
GR,Greece,44.59809132,16.363,5,3,3,5,3,2,2,2
GR,Greece,44.59809132,16.363,6,5,5,5,1,1,2,1
GR,Greece,44.59809132,16.363,2,4,4,3,2,2,4,4
GR,Greece,44.59809132,16.363,3,4,3,7,3,3,3,3
GR,Greece,44.59809132,16.363,1,3,4,3,3,1,2,2
GR,Greece,44.59809132,16.363,2,3,3,3,4,4,5,5
GR,Greece,44.59809132,16.363,6,5,4,3,3,2,2,2
GR,Greece,44.59809132,16.363,4,4,5,4,2,1,3,4
GR,Greece,44.59809132,16.363,1,4,4,3,3,3,4,3
GR,Greece,44.59809132,16.363,2,5,3,4,2,2,1,1
GR,Greece,44.59809132,16.363,3,4,3,2,4,2,3,2
GR,Greece,44.59809132,16.363,5,6,6,5,1,2,1,2
GR,Greece,44.59809132,16.363,2,5,5,4,2,2,2,2
GR,Greece,44.59809132,16.363,4,5,4,3,3,3,3,1
GR,Greece,44.59809132,16.363,4,4,5,4,2,1,1,2
GR,Greece,44.59809132,16.363,5,3,3,5,8,2,1,1
GR,Greece,44.59809132,16.363,6,6,6,6,1,2,1,2
GR,Greece,44.59809132,16.363,3,5,5,5,2,1,3,3
GR,Greece,44.59809132,16.363,6,5,4,6,3,2,2,2
GR,Greece,44.59809132,16.363,6,6,6,6,1,2,1,1
GR,Greece,44.59809132,16.363,1,5,4,8,3,2,5,5
GR,Greece,44.59809132,16.363,4,4,3,4,3,2,3,4
GR,Greece,44.59809132,16.363,3,3,6,6,3,2,2,1
GR,Greece,44.59809132,16.363,6,6,6,6,2,1,1,1
GR,Greece,44.59809132,16.363,5,5,5,5,1,1,1,1
GR,Greece,44.59809132,16.363,5,5,5,6,2,1,1,1
GR,Greece,44.59809132,16.363,4,5,4,4,2,3,1,2
GR,Greece,44.59809132,16.363,4,4,4,4,2,2,2,2
GR,Greece,44.59809132,16.363,3,3,2,4,3,2,3,2
GR,Greece,44.59809132,16.363,6,6,6,6,1,1,2,1
GR,Greece,44.59809132,16.363,6,6,6,6,2,2,2,2
GR,Greece,44.59809132,16.363,5,5,5,5,1,2,1,1
GR,Greece,44.59809132,16.363,6,6,6,6,2,1,2,1
GR,Greece,44.59809132,16.363,6,5,4,3,3,3,3,3
GR,Greece,44.59809132,16.363,5,6,6,6,2,2,2,1
GR,Greece,44.59809132,16.363,3,3,3,3,3,3,2,8
GR,Greece,44.59809132,16.363,3,5,5,6,3,4,2,2
GR,Greece,44.59809132,16.363,6,6,6,6,1,1,4,1
GR,Greece,44.59809132,16.363,1,4,4,3,3,3,3,2
GR,Greece,44.59809132,16.363,6,6,6,6,2,1,2,2
GR,Greece,44.59809132,16.363,3,3,3,7,2,1,3,3
GR,Greece,44.59809132,16.363,5,3,3,3,4,2,3,2
GR,Greece,44.59809132,16.363,4,4,4,4,3,8,3,3
GR,Greece,44.59809132,16.363,4,4,4,4,3,2,2,2
GR,Greece,44.59809132,16.363,2,3,3,3,4,2,2,1
GR,Greece,44.59809132,16.363,2,4,4,4,2,1,3,4
GR,Greece,44.59809132,16.363,5,4,4,4,3,2,1,1
GR,Greece,44.59809132,16.363,1,4,3,4,3,2,4,4
GR,Greece,44.59809132,16.363,6,6,6,6,2,1,1,1
GR,Greece,44.59809132,16.363,5,3,3,3,3,3,1,2
GR,Greece,44.59809132,16.363,4,5,6,5,1,1,2,2
GR,Greece,44.59809132,16.363,4,5,4,6,3,2,3,2
GR,Greece,44.59809132,16.363,5,6,6,5,8,8,2,1
GR,Greece,44.59809132,16.363,4,5,5,4,1,2,1,2
GR,Greece,44.59809132,16.363,4,5,6,5,2,1,2,1
GR,Greece,44.59809132,16.363,6,5,5,5,2,2,2,2
GR,Greece,44.59809132,16.363,4,4,4,4,3,3,3,3
GR,Greece,44.59809132,16.363,1,2,3,4,4,1,3,4
GR,Greece,44.59809132,16.363,4,4,5,6,1,2,3,3
GR,Greece,44.59809132,16.363,6,6,5,5,1,2,1,1
GR,Greece,44.59809132,16.363,6,6,6,6,8,8,3,3
GR,Greece,44.59809132,16.363,3,5,6,5,2,2,2,2
GR,Greece,44.59809132,16.363,3,4,3,4,3,2,2,2
GR,Greece,44.59809132,16.363,6,4,5,5,2,1,1,4
GR,Greece,44.59809132,16.363,3,6,3,3,3,2,2,1
GR,Greece,44.59809132,16.363,6,6,6,6,2,2,2,2
GR,Greece,44.59809132,16.363,1,2,2,2,4,3,4,3
GR,Greece,44.59809132,16.363,6,6,6,5,2,2,2,2
GR,Greece,44.59809132,16.363,2,4,4,4,3,1,1,1
GR,Greece,44.59809132,16.363,2,4,3,4,3,1,3,4
GR,Greece,44.59809132,16.363,3,3,3,3,3,3,3,3
GR,Greece,44.59809132,16.363,4,4,5,6,2,1,2,3
GR,Greece,44.59809132,16.363,4,3,5,4,2,2,1,2
GR,Greece,44.59809132,16.363,1,4,3,4,3,3,4,3
GR,Greece,44.59809132,16.363,0,8,8,8,8,4,8,8
GR,Greece,44.59809132,16.363,5,5,6,6,1,1,1,2
GR,Greece,44.59809132,16.363,0,4,4,4,3,4,4,3
GR,Greece,44.59809132,16.363,5,3,3,4,4,2,2,2
GR,Greece,44.59809132,16.363,1,3,4,3,3,3,4,4
GR,Greece,44.59809132,16.363,2,4,4,4,2,2,2,2
GR,Greece,44.59809132,16.363,5,5,5,5,2,5,1,2
GR,Greece,44.59809132,16.363,8,4,4,4,3,3,1,5
GR,Greece,44.59809132,16.363,2,4,4,4,2,2,4,8
GR,Greece,44.59809132,16.363,4,4,6,4,2,2,3,1
GR,Greece,44.59809132,16.363,6,6,6,6,2,2,2,2
GR,Greece,44.59809132,16.363,2,3,3,5,2,2,2,2
GR,Greece,44.59809132,16.363,6,6,6,6,1,3,1,1
GR,Greece,44.59809132,16.363,2,3,4,4,3,3,3,2
GR,Greece,44.59809132,16.363,4,4,5,6,1,2,2,1
GR,Greece,44.59809132,16.363,6,5,5,6,1,3,3,3
GR,Greece,44.59809132,16.363,4,5,4,5,2,3,1,1
GR,Greece,44.59809132,16.363,5,5,5,6,1,3,1,1
GR,Greece,44.59809132,16.363,6,6,6,6,1,4,2,2
GR,Greece,44.59809132,16.363,4,4,4,3,2,2,2,2
GR,Greece,44.59809132,16.363,0,4,3,3,3,3,2,2
GR,Greece,44.59809132,16.363,6,5,5,6,2,1,1,1
GR,Greece,44.59809132,16.363,4,3,4,5,3,2,8,2
GR,Greece,44.59809132,16.363,5,4,3,4,2,2,7,7
GR,Greece,44.59809132,16.363,5,5,5,5,4,2,1,1
GR,Greece,44.59809132,16.363,6,3,4,6,3,2,2,3
GR,Greece,44.59809132,16.363,6,6,6,6,1,1,1,1
GR,Greece,44.59809132,16.363,2,4,4,3,3,3,5,5
GR,Greece,44.59809132,16.363,4,4,4,4,3,3,2,1
GR,Greece,44.59809132,16.363,3,4,4,4,2,2,2,2
GR,Greece,44.59809132,16.363,4,4,4,4,3,2,2,2
GR,Greece,44.59809132,16.363,5,5,6,5,1,2,1,2
GR,Greece,44.59809132,16.363,3,4,4,4,3,1,2,3
GR,Greece,44.59809132,16.363,2,4,4,4,2,2,2,2
GR,Greece,44.59809132,16.363,5,3,3,5,3,3,3,2
GR,Greece,44.59809132,16.363,6,6,6,6,2,2,2,2
GR,Greece,44.59809132,16.363,6,5,5,5,2,2,2,1
GR,Greece,44.59809132,16.363,5,6,6,5,2,1,2,2
GR,Greece,44.59809132,16.363,5,1,6,6,4,1,1,4
GR,Greece,44.59809132,16.363,4,4,3,3,2,3,3,2
GR,Greece,44.59809132,16.363,0,3,4,3,3,4,4,4
GR,Greece,44.59809132,16.363,4,6,6,6,1,1,2,2
GR,Greece,44.59809132,16.363,4,4,4,3,2,2,2,2
GR,Greece,44.59809132,16.363,4,4,4,4,2,2,2,2
GR,Greece,44.59809132,16.363,6,6,6,6,1,1,1,1
GR,Greece,44.59809132,16.363,6,3,1,1,3,2,1,5
GR,Greece,44.59809132,16.363,6,6,6,6,2,1,3,3
GR,Greece,44.59809132,16.363,5,3,3,3,3,2,2,2
GR,Greece,44.59809132,16.363,3,3,3,4,2,2,1,2
GR,Greece,44.59809132,16.363,3,2,3,2,3,2,2,2
GR,Greece,44.59809132,16.363,6,4,6,6,3,3,2,2
GR,Greece,44.59809132,16.363,4,3,5,4,3,2,2,2
GR,Greece,44.59809132,16.363,8,3,3,3,3,4,3,3
GR,Greece,44.59809132,16.363,6,6,6,6,2,1,2,2
GR,Greece,44.59809132,16.363,6,6,6,6,2,2,2,2
GR,Greece,44.59809132,16.363,2,4,5,5,2,1,2,2
GR,Greece,44.59809132,16.363,2,4,6,5,2,1,2,2
GR,Greece,44.59809132,16.363,4,4,3,5,2,2,1,2
GR,Greece,44.59809132,16.363,6,6,6,6,1,1,2,1
GR,Greece,44.59809132,16.363,4,5,6,5,2,3,2,3
GR,Greece,44.59809132,16.363,4,5,2,5,3,2,5,4
GR,Greece,44.59809132,16.363,3,4,4,4,2,2,2,2
GR,Greece,44.59809132,16.363,5,4,5,5,2,2,2,2
GR,Greece,44.59809132,16.363,4,5,5,6,3,2,2,1
GR,Greece,44.59809132,16.363,5,6,6,6,1,1,4,4
GR,Greece,44.59809132,16.363,6,3,4,2,3,3,3,4
GR,Greece,44.59809132,16.363,3,4,5,3,2,2,2,2
GR,Greece,44.59809132,16.363,1,3,3,3,8,1,4,2
GR,Greece,44.59809132,16.363,4,3,5,2,4,3,1,3
GR,Greece,44.59809132,16.363,4,3,1,4,4,1,4,4
GR,Greece,44.59809132,16.363,6,8,6,8,8,2,3,2
GR,Greece,44.59809132,16.363,5,2,4,5,2,2,2,2
GR,Greece,44.59809132,16.363,5,3,3,5,2,3,1,1
GR,Greece,44.59809132,16.363,4,3,3,4,3,3,3,3
GR,Greece,44.59809132,16.363,4,3,5,6,2,1,3,3
GR,Greece,44.59809132,16.363,6,3,5,6,1,1,2,2
GR,Greece,44.59809132,16.363,3,3,3,3,2,2,2,2
GR,Greece,44.59809132,16.363,3,4,3,4,2,4,3,5
GR,Greece,44.59809132,16.363,6,6,6,6,2,2,1,1
GR,Greece,44.59809132,16.363,6,6,6,5,2,2,3,2
GR,Greece,44.59809132,16.363,6,6,6,6,1,1,2,1
GR,Greece,44.59809132,16.363,3,3,3,3,8,3,2,2
GR,Greece,44.59809132,16.363,6,6,6,6,1,1,1,1
GR,Greece,44.59809132,16.363,6,6,6,6,3,3,1,3
GR,Greece,44.59809132,16.363,1,4,3,4,3,5,4,3
GR,Greece,44.59809132,16.363,6,5,6,6,1,1,1,2
GR,Greece,44.59809132,16.363,3,2,4,3,2,1,7,2
GR,Greece,44.59809132,16.363,5,4,3,4,2,2,1,1
GR,Greece,44.59809132,16.363,6,6,6,6,8,2,8,2
GR,Greece,44.59809132,16.363,4,4,4,4,1,3,1,2
GR,Greece,44.59809132,16.363,2,2,3,2,2,2,3,3
GR,Greece,44.59809132,16.363,4,3,3,4,4,1,4,3
GR,Greece,44.59809132,16.363,3,3,3,3,3,5,2,2
GR,Greece,44.59809132,16.363,6,6,3,3,1,2,1,1
GR,Greece,44.59809132,16.363,4,4,3,3,2,3,2,2
GR,Greece,44.59809132,16.363,2,5,5,6,2,2,1,1
GR,Greece,44.59809132,16.363,3,3,3,3,4,4,3,3
GR,Greece,44.59809132,16.363,5,4,4,4,3,1,3,3
GR,Greece,44.59809132,16.363,5,5,5,5,3,3,3,3
GR,Greece,44.59809132,16.363,4,5,4,4,1,1,1,1
GR,Greece,44.59809132,16.363,3,5,5,5,2,2,2,2
GR,Greece,44.59809132,16.363,3,3,3,5,3,2,3,4
GR,Greece,44.59809132,16.363,6,4,3,4,4,2,2,2
GR,Greece,44.59809132,16.363,4,3,5,4,3,1,2,1
GR,Greece,44.59809132,16.363,6,6,6,6,1,2,2,2
GR,Greece,44.59809132,16.363,6,6,6,6,2,1,2,1
GR,Greece,44.59809132,16.363,5,5,6,6,3,3,3,3
GR,Greece,44.59809132,16.363,4,4,4,5,3,2,2,2
GR,Greece,44.59809132,16.363,5,3,6,6,2,2,3,3
GR,Greece,44.59809132,16.363,6,6,6,6,8,3,2,2
GR,Greece,44.59809132,16.363,6,5,5,5,1,1,1,1
GR,Greece,44.59809132,16.363,5,4,5,5,2,2,2,3
GR,Greece,44.59809132,16.363,4,4,4,4,2,2,3,3
GR,Greece,44.59809132,16.363,4,3,3,1,3,2,2,1
GR,Greece,44.59809132,16.363,3,7,3,7,2,2,3,7
GR,Greece,44.59809132,16.363,6,4,4,6,3,1,2,2
GR,Greece,44.59809132,16.363,4,3,5,2,3,2,3,3
GR,Greece,44.59809132,16.363,3,4,4,4,2,2,3,3
GR,Greece,44.59809132,16.363,6,6,5,6,2,2,5,3
GR,Greece,44.59809132,16.363,6,5,6,5,1,2,2,2
GR,Greece,44.59809132,16.363,6,6,6,6,1,1,1,1
GR,Greece,44.59809132,16.363,6,6,6,6,2,2,1,1
GR,Greece,44.59809132,16.363,0,3,4,3,3,4,3,2
GR,Greece,44.59809132,16.363,6,6,6,6,2,2,2,2
GR,Greece,44.59809132,16.363,3,2,2,2,3,2,2,2
GR,Greece,44.59809132,16.363,5,6,6,5,2,1,2,2
GR,Greece,44.59809132,16.363,5,3,4,4,4,2,1,2
GR,Greece,44.59809132,16.363,4,4,3,4,2,2,5,4
GR,Greece,44.59809132,16.363,6,5,6,5,3,4,3,3
GR,Greece,44.59809132,16.363,3,4,4,3,1,2,2,3
GR,Greece,44.59809132,16.363,3,4,4,5,2,2,2,1
GR,Greece,44.59809132,16.363,0,4,3,4,3,2,3,3
GR,Greece,44.59809132,16.363,4,3,4,3,4,3,3,3
GR,Greece,44.59809132,16.363,6,5,6,6,1,1,2,1
GR,Greece,44.59809132,16.363,6,6,6,6,1,1,2,2
GR,Greece,44.59809132,16.363,4,3,3,4,2,2,2,2
GR,Greece,44.59809132,16.363,5,5,5,5,1,2,1,1
GR,Greece,44.59809132,16.363,5,3,4,4,3,2,3,3
GR,Greece,44.59809132,16.363,6,6,6,6,2,1,4,1
GR,Greece,44.59809132,16.363,1,3,3,2,4,4,3,3
GR,Greece,44.59809132,16.363,3,3,3,6,2,2,3,2
GR,Greece,44.59809132,16.363,3,8,8,8,8,3,3,8
GR,Greece,44.59809132,16.363,5,3,4,6,3,3,3,3
GR,Greece,44.59809132,16.363,6,6,6,6,1,2,2,2
GR,Greece,44.59809132,16.363,2,3,3,2,3,1,1,1
GR,Greece,44.59809132,16.363,5,6,5,6,3,1,3,3
GR,Greece,44.59809132,16.363,3,3,3,3,2,2,1,2
GR,Greece,44.59809132,16.363,4,4,3,2,3,2,2,2
GR,Greece,44.59809132,16.363,6,6,6,6,2,2,2,2
GR,Greece,44.59809132,16.363,6,1,3,6,5,2,2,2
GR,Greece,44.59809132,16.363,6,6,6,6,2,2,2,2
GR,Greece,44.59809132,16.363,8,4,4,5,1,4,1,1
GR,Greece,44.59809132,16.363,5,5,5,5,1,2,1,1
GR,Greece,44.59809132,16.363,4,5,5,5,3,3,2,1
GR,Greece,44.59809132,16.363,6,5,5,4,2,1,2,2
GR,Greece,44.59809132,16.363,6,6,6,6,1,1,2,2
GR,Greece,44.59809132,16.363,4,4,3,3,2,3,3,2
GR,Greece,44.59809132,16.363,6,6,6,6,2,1,3,3
GR,Greece,44.59809132,16.363,4,6,6,6,2,1,2,2
GR,Greece,44.59809132,16.363,3,4,2,3,2,2,2,2
GR,Greece,44.59809132,16.363,5,4,5,4,2,2,2,2
GR,Greece,44.59809132,16.363,3,4,4,2,3,2,2,1
GR,Greece,44.59809132,16.363,6,6,6,6,3,2,3,3
GR,Greece,44.59809132,16.363,5,5,5,6,1,2,1,1
GR,Greece,44.59809132,16.363,4,4,4,4,3,2,3,2
GR,Greece,44.59809132,16.363,6,6,6,6,2,2,2,2
GR,Greece,44.59809132,16.363,1,3,3,2,3,2,2,3
GR,Greece,44.59809132,16.363,3,2,4,3,3,2,4,4
GR,Greece,44.59809132,16.363,4,4,4,4,1,1,1,1
GR,Greece,44.59809132,16.363,3,4,4,4,3,3,3,3
GR,Greece,44.59809132,16.363,2,4,3,6,3,2,1,1
GR,Greece,44.59809132,16.363,2,4,4,3,3,3,2,2
GR,Greece,44.59809132,16.363,3,4,4,3,3,1,3,3
GR,Greece,44.59809132,16.363,4,3,2,4,3,2,3,8
GR,Greece,44.59809132,16.363,4,2,3,2,4,3,2,4
GR,Greece,44.59809132,16.363,2,3,4,6,3,3,5,5
GR,Greece,44.59809132,16.363,0,3,4,2,3,4,4,3
GR,Greece,44.59809132,16.363,2,4,3,3,3,3,3,3
GR,Greece,44.59809132,16.363,3,3,3,3,2,2,2,2
GR,Greece,44.59809132,16.363,6,5,5,6,2,2,2,1
GR,Greece,44.59809132,16.363,3,3,3,3,2,1,4,4
GR,Greece,44.59809132,16.363,5,4,5,3,2,2,3,3
GR,Greece,44.59809132,16.363,4,4,4,4,2,1,4,1
GR,Greece,44.59809132,16.363,6,6,6,6,1,2,1,1
GR,Greece,44.59809132,16.363,6,6,5,6,1,1,2,1
GR,Greece,44.59809132,16.363,5,6,5,8,1,2,1,1
GR,Greece,44.59809132,16.363,3,4,4,3,2,1,2,2
GR,Greece,44.59809132,16.363,1,4,4,3,3,3,2,2
GR,Greece,44.59809132,16.363,6,1,3,3,4,1,3,5
GR,Greece,44.59809132,16.363,4,5,5,4,2,2,1,1
GR,Greece,44.59809132,16.363,6,3,3,5,2,1,3,4
GR,Greece,44.59809132,16.363,6,5,3,4,3,2,2,3
GR,Greece,44.59809132,16.363,5,2,3,5,4,2,1,1
GR,Greece,44.59809132,16.363,8,8,8,8,3,2,2,2
GR,Greece,44.59809132,16.363,6,6,6,6,2,2,2,2
GR,Greece,44.59809132,16.363,4,3,3,4,1,1,1,1
GR,Greece,44.59809132,16.363,6,6,6,6,2,1,1,3
GR,Greece,44.59809132,16.363,5,5,4,4,3,2,2,2
GR,Greece,44.59809132,16.363,0,4,4,3,3,3,2,2
GR,Greece,44.59809132,16.363,5,6,6,6,2,2,2,2
GR,Greece,44.59809132,16.363,4,4,4,4,2,2,2,2
GR,Greece,44.59809132,16.363,5,3,3,8,4,3,2,4
GR,Greece,44.59809132,16.363,3,4,4,5,4,2,1,2
GR,Greece,44.59809132,16.363,4,4,4,5,2,2,2,2
GR,Greece,44.59809132,16.363,5,5,4,5,2,1,1,1
GR,Greece,44.59809132,16.363,5,5,5,5,3,3,1,1
GR,Greece,44.59809132,16.363,2,3,3,5,3,1,2,3
GR,Greece,44.59809132,16.363,3,2,4,2,3,2,4,3
GR,Greece,44.59809132,16.363,5,8,8,8,2,3,1,2
GR,Greece,44.59809132,16.363,5,5,5,3,2,1,2,3
GR,Greece,44.59809132,16.363,5,6,6,5,1,4,2,1
GR,Greece,44.59809132,16.363,3,1,4,4,3,2,5,4
GR,Greece,44.59809132,16.363,4,3,4,5,1,2,2,2
GR,Greece,44.59809132,16.363,5,4,5,5,2,3,2,3
GR,Greece,44.59809132,16.363,2,4,5,3,2,2,2,2
GR,Greece,44.59809132,16.363,6,6,5,6,1,1,2,1
GR,Greece,44.59809132,16.363,2,3,2,3,2,7,2,2
GR,Greece,44.59809132,16.363,4,6,6,5,2,1,2,2
GR,Greece,44.59809132,16.363,4,4,3,2,3,3,3,3
GR,Greece,44.59809132,16.363,5,4,4,5,2,3,1,1
GR,Greece,44.59809132,16.363,6,4,4,5,3,1,1,3
GR,Greece,44.59809132,16.363,6,5,4,5,3,1,3,4
GR,Greece,44.59809132,16.363,8,8,8,8,8,3,8,8
GR,Greece,44.59809132,16.363,3,4,3,3,2,2,2,3
GR,Greece,44.59809132,16.363,3,3,3,5,3,1,2,2
GR,Greece,44.59809132,16.363,5,4,5,4,1,2,2,2
GR,Greece,44.59809132,16.363,6,6,6,6,1,2,2,2
GR,Greece,44.59809132,16.363,6,4,5,4,3,3,4,3
GR,Greece,44.59809132,16.363,6,6,6,6,2,2,2,2
GR,Greece,44.59809132,16.363,6,6,6,6,1,1,1,1
GR,Greece,44.59809132,16.363,5,4,5,5,2,1,3,3
GR,Greece,44.59809132,16.363,5,4,5,2,4,3,2,2
GR,Greece,44.59809132,16.363,4,3,4,3,3,2,3,3
GR,Greece,44.59809132,16.363,3,3,3,3,3,3,3,3
GR,Greece,44.59809132,16.363,4,4,5,5,3,2,2,3
GR,Greece,44.59809132,16.363,5,6,6,6,1,1,1,1
GR,Greece,44.59809132,16.363,6,6,6,6,2,3,3,3
GR,Greece,44.59809132,16.363,5,4,6,4,1,4,1,2
GR,Greece,44.59809132,16.363,6,6,6,6,1,2,2,1
GR,Greece,44.59809132,16.363,3,4,3,3,4,2,3,3
GR,Greece,44.59809132,16.363,4,4,4,3,3,3,3,3
GR,Greece,44.59809132,16.363,5,4,3,3,2,1,4,3
GR,Greece,44.59809132,16.363,6,4,4,6,3,1,1,2
GR,Greece,44.59809132,16.363,3,4,5,5,3,4,1,1
GR,Greece,44.59809132,16.363,0,1,1,1,5,4,5,4
GR,Greece,44.59809132,16.363,4,4,4,4,2,1,3,4
GR,Greece,44.59809132,16.363,6,6,6,6,1,2,2,2
GR,Greece,44.59809132,16.363,6,6,6,5,2,1,2,2
GR,Greece,44.59809132,16.363,4,4,4,4,3,3,3,3
GR,Greece,44.59809132,16.363,2,4,4,4,3,2,2,2
GR,Greece,44.59809132,16.363,1,4,3,4,3,4,4,3
GR,Greece,44.59809132,16.363,5,4,2,4,2,2,2,2
GR,Greece,44.59809132,16.363,3,3,4,4,3,2,2,2
GR,Greece,44.59809132,16.363,3,4,4,4,2,2,3,3
GR,Greece,44.59809132,16.363,6,6,5,5,1,1,1,1
GR,Greece,44.59809132,16.363,6,6,6,6,2,2,2,2
GR,Greece,44.59809132,16.363,5,5,4,4,2,1,2,3
GR,Greece,44.59809132,16.363,4,6,6,6,1,1,1,1
GR,Greece,44.59809132,16.363,3,4,3,4,2,1,3,2
GR,Greece,44.59809132,16.363,3,3,2,3,3,2,4,3
GR,Greece,44.59809132,16.363,6,6,6,6,2,2,2,2
GR,Greece,44.59809132,16.363,4,5,5,5,2,8,2,2
GR,Greece,44.59809132,16.363,4,4,5,5,1,1,1,1
GR,Greece,44.59809132,16.363,5,4,3,2,2,3,3,4
GR,Greece,44.59809132,16.363,5,4,6,6,2,2,2,3
GR,Greece,44.59809132,16.363,6,6,6,6,1,2,2,3
GR,Greece,44.59809132,16.363,6,6,6,6,1,1,1,1
GR,Greece,44.59809132,16.363,5,5,5,5,2,2,2,2
GR,Greece,44.59809132,16.363,2,3,3,3,4,2,1,2
GR,Greece,44.59809132,16.363,4,5,4,5,1,4,1,1
GR,Greece,44.59809132,16.363,5,6,4,3,4,1,1,1
GR,Greece,44.59809132,16.363,6,6,6,6,1,1,1,2
GR,Greece,44.59809132,16.363,3,5,6,4,2,1,3,2
GR,Greece,44.59809132,16.363,5,5,4,5,1,1,2,2
GR,Greece,44.59809132,16.363,4,3,3,4,3,3,3,3
GR,Greece,44.59809132,16.363,5,6,6,5,1,1,1,1
GR,Greece,44.59809132,16.363,5,4,5,6,2,2,1,1
GR,Greece,44.59809132,16.363,4,4,4,4,2,2,2,2
GR,Greece,44.59809132,16.363,4,4,5,4,2,2,2,1
GR,Greece,44.59809132,16.363,4,5,5,4,2,1,2,1
GR,Greece,44.59809132,16.363,5,6,6,6,2,2,2,2
GR,Greece,44.59809132,16.363,3,3,4,3,2,2,2,2
GR,Greece,44.59809132,16.363,4,5,5,6,3,1,2,2
GR,Greece,44.59809132,16.363,2,4,4,4,2,2,4,4
GR,Greece,44.59809132,16.363,5,6,5,5,1,1,1,3
GR,Greece,44.59809132,16.363,6,6,6,6,1,2,2,1
GR,Greece,44.59809132,16.363,1,3,3,3,3,3,4,4
GR,Greece,44.59809132,16.363,6,6,6,6,2,2,2,1
GR,Greece,44.59809132,16.363,5,4,3,4,3,3,2,2
GR,Greece,44.59809132,16.363,4,4,4,3,2,2,3,2
GR,Greece,44.59809132,16.363,1,4,4,3,3,2,3,3
GR,Greece,44.59809132,16.363,3,3,2,3,3,2,4,3
GR,Greece,44.59809132,16.363,6,3,4,4,3,1,2,2
GR,Greece,44.59809132,16.363,4,5,5,3,2,2,2,3
GR,Greece,44.59809132,16.363,1,4,5,4,2,3,4,4
GR,Greece,44.59809132,16.363,2,3,2,2,4,2,2,4
GR,Greece,44.59809132,16.363,5,5,5,5,7,3,1,2
GR,Greece,44.59809132,16.363,1,2,2,1,2,4,3,4
GR,Greece,44.59809132,16.363,4,4,3,4,1,2,1,2
GR,Greece,44.59809132,16.363,4,5,4,3,2,2,2,2
GR,Greece,44.59809132,16.363,4,5,3,4,2,3,3,2
GR,Greece,44.59809132,16.363,5,5,6,6,2,3,2,2
GR,Greece,44.59809132,16.363,5,5,5,5,1,1,1,1
GR,Greece,44.59809132,16.363,1,3,4,2,2,4,2,2
GR,Greece,44.59809132,16.363,3,5,6,6,2,3,4,2
GR,Greece,44.59809132,16.363,4,4,5,4,2,3,2,1
GR,Greece,44.59809132,16.363,3,4,5,5,2,1,3,3
GR,Greece,44.59809132,16.363,3,3,3,3,2,5,2,2
GR,Greece,44.59809132,16.363,6,2,3,6,4,3,2,3
GR,Greece,44.59809132,16.363,4,4,4,4,3,2,3,3
GR,Greece,44.59809132,16.363,4,4,5,5,2,2,2,1
GR,Greece,44.59809132,16.363,6,5,5,6,1,1,1,1
GR,Greece,44.59809132,16.363,1,2,4,2,4,4,1,1
GR,Greece,44.59809132,16.363,3,2,4,4,4,4,2,2
GR,Greece,44.59809132,16.363,5,4,3,4,3,1,2,2
GR,Greece,44.59809132,16.363,4,3,4,6,3,2,4,3
GR,Greece,44.59809132,16.363,6,6,6,6,1,1,1,1
GR,Greece,44.59809132,16.363,3,4,3,8,3,8,8,2
GR,Greece,44.59809132,16.363,4,3,3,3,2,1,2,2
GR,Greece,44.59809132,16.363,3,3,3,3,3,3,3,3
GR,Greece,44.59809132,16.363,5,5,5,5,1,1,1,1
GR,Greece,44.59809132,16.363,6,6,6,6,1,1,1,1
GR,Greece,44.59809132,16.363,5,4,5,5,2,3,1,1
GR,Greece,44.59809132,16.363,3,3,4,4,2,8,2,2
GR,Greece,44.59809132,16.363,4,5,5,4,2,2,2,1
GR,Greece,44.59809132,16.363,5,3,3,4,4,2,2,2
GR,Greece,44.59809132,16.363,3,3,3,2,2,1,2,2
GR,Greece,44.59809132,16.363,2,4,5,4,2,2,2,2
GR,Greece,44.59809132,16.363,1,3,4,3,3,2,8,3
GR,Greece,44.59809132,16.363,4,4,4,3,3,3,2,3
GR,Greece,44.59809132,16.363,4,3,3,4,2,2,2,2
GR,Greece,44.59809132,16.363,3,5,5,5,2,2,2,2
GR,Greece,44.59809132,16.363,5,6,6,6,2,2,1,1
GR,Greece,44.59809132,16.363,2,3,3,5,3,2,3,3
GR,Greece,44.59809132,16.363,5,5,3,5,3,4,2,3
GR,Greece,44.59809132,16.363,6,4,4,4,3,2,2,2
GR,Greece,44.59809132,16.363,6,6,5,5,1,1,1,1
GR,Greece,44.59809132,16.363,3,3,3,3,3,2,2,2
GR,Greece,44.59809132,16.363,3,3,3,3,3,3,2,2
GR,Greece,44.59809132,16.363,6,4,5,4,2,1,1,3
GR,Greece,44.59809132,16.363,6,6,6,6,8,3,1,2
GR,Greece,44.59809132,16.363,1,3,4,4,2,4,3,2
GR,Greece,44.59809132,16.363,4,4,3,5,2,2,2,2
GR,Greece,44.59809132,16.363,0,4,3,3,3,4,3,4
GR,Greece,44.59809132,16.363,6,6,6,6,1,2,1,1
GR,Greece,44.59809132,16.363,1,4,4,3,3,2,2,2
